entity,CM,ARR,CHD,VD,IHD,CCD,VOO,OTH
P78380,0.00011774639779319439,0.0,0.0,0.0,0.0030908958770084266,0.0,0.0,8.106018310468223e-05
Q71SY5,8.945956053479653e-07,0.0,2.831174836541616e-05,0.0,0.0,0.0,0.0,0.0
O15519,5.61583430348005e-05,0.00014474521720040664,1.9243031871159204e-06,0.0,0.00014569581733206996,0.0,0.0,4.1568517542728995e-05
O00142,8.50076845817167e-06,0.0,0.0,3.242386121427024e-06,0.0,0.0,0.0,0.0
Q07065,0.0002251269487288109,2.1591149032245536e-05,0.00024186926172957502,0.00016278030986557844,8.243970856902979e-05,0.0,0.0,0.0002950334502492526
O14727,1.1540117756441404e-05,0.0,0.0,0.0,1.9285817169597552e-05,0.0,0.0,0.0
Q5TAQ9,1.8733644885929944e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O00222,0.0,0.0,1.9276560162073912e-06,0.0,0.0,0.0,0.0,0.0
Q9P243,0.0,0.0,6.105454296074321e-06,0.0,0.0,0.0,0.0,0.0
Q02548,0.0,0.0,0.0,3.242199784802933e-06,7.239826560813031e-07,0.0,9.520935411009112e-06,0.0
P05089,3.8864671923601874e-05,2.339537848562033e-06,0.0,0.0,3.91942967985841e-05,7.274395812502646e-06,0.0,6.976434236136965e-06
P08697,8.500346465214557e-06,0.0,0.0,0.0,8.680998853764342e-06,0.0,0.0,1.389913526505554e-06
P11166,0.0007695851757846883,2.3236833272182724e-06,1.9134423945718493e-06,8.098471020417043e-05,0.0005944519110192189,0.0,0.0,0.0009735278959579723
O14958,4.485080392657913e-06,0.0001769399320685181,0.0,0.0,7.227259328190935e-07,0.0001558249419060964,0.0,4.1562745081431265e-05
Q9P2M7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.980351138323513e-06
P19224,8.947387663989696e-07,0.0,0.0,0.0,7.240862623168766e-07,0.0,0.0,0.0
O60603,0.0002269310974897629,2.215320081644816e-05,0.0,3.232469756380073e-06,0.0003212699675224,0.0,9.492362535088399e-06,0.00019421888664590575
P15514,0.0005603189687203379,2.1589911787761642e-05,0.0,0.0,0.0005299048560843619,0.0,0.0,0.00012616955563599794
O94811,0.0,0.0,0.0,0.0,4.340252049753851e-06,0.0,0.0,1.3900590315039052e-06
O75460,2.30833862114749e-05,0.0,0.0,0.0,2.8254611009532745e-05,0.0,0.0,8.32743027798136e-06
P51955,0.0,0.0,1.9276560162073912e-06,0.0,0.0,0.0,0.0,0.0
