entity,CM,ARR,CHD,VD,IHD,CCD,VOO,OTH
O14656,0.0,0.0,0.07089515809695184,0.0,0.0,0.0,0.0,0.0
Q9Y6H1,0.06183072441707387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P04792,0.06183072441707387,0.0,0.19902787103352976,0.0,0.12080181991137522,0.0,0.2340081283579905,0.0658296987726065
P23443,0.12366144883414774,0.0,0.0,0.0,0.12080181991137522,0.0,0.0,0.0
P09919,0.27572988746874844,0.16307416212756493,0.07089515809695184,0.07482025052900713,0.26935372765085763,0.1315859162948688,0.0,0.15285182705808714
Q9UJM3,0.06183072441707387,0.0,0.0,0.0,0.06040090995568761,0.0,0.0,0.0
Q96JK2,0.0,0.0,0.11236616706636653,0.0,0.0,0.0,0.0,0.0
P29323,0.0,0.0,0.07089515809695184,0.0,0.06040090995568761,0.0,0.0,0.0658296987726065
P10153,0.06183072441707387,0.0,0.0,0.0,0.15613408724488761,0.0,0.0,0.0
P05109,0.3789780090949754,0.07023221885580212,0.0,0.19340754191204568,0.45813863702332563,0.0,0.19354519209426746,0.3197994255522953
Q9H2K2,0.0,0.0,0.07089515809695184,0.0,0.0,0.0,0.0,0.0
Q96PU5,0.20539722056831577,0.2673989841476651,0.0,0.0,0.14024656978287284,0.27579135281278444,0.0,0.0658296987726065
O14773,0.12366144883414774,0.0,0.07089515809695184,0.0,0.06040090995568761,0.0,0.0,0.0658296987726065
O15539,0.0,0.07023221885580212,0.0,0.0,0.2804931395657457,0.08302146974139599,0.0,0.10433760398835085
Q9BUE6,0.12366144883414774,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A0A087WY85,0.1854921732512216,0.0,0.0,0.0,0.18120272986706282,0.0,0.0,0.0
Q96K83,0.06183072441707387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q14831,0.0,0.0,0.0,0.0,0.14024656978287284,0.0,0.0,0.0
P13647,0.06183072441707387,0.0,0.14179031619390367,0.0,0.0,0.0,0.0,0.0
P02786,0.2354115129437335,0.11131543322888769,0.26234325884585263,0.07482025052900713,0.26529996915005777,0.0,0.0,0.3164667264120593
P30048,0.2473228976682955,0.0,0.0,0.07482025052900713,0.16956679186085774,0.0,0.0,0.2186815258306937
Q9NXB9,0.0,0.0,0.0,0.0,0.12080181991137522,0.0,0.0,0.0
P10912,0.12366144883414774,0.07023221885580212,0.2126854742908555,0.07482025052900713,0.14024656978287284,0.0,0.0,0.0658296987726065
Q9UL15,0.19599875918697215,0.0,0.0,0.0,0.18120272986706282,0.0,0.0,0.0658296987726065
P14625,0.0,0.0,0.07089515809695184,0.0,0.0,0.0,0.0,0.0
O60760,0.0,0.07023221885580212,0.0,0.0,0.0,0.0,0.0,0.131659397545213
Q9UJ41,0.06183072441707387,0.07023221885580212,0.07089515809695184,0.07482025052900713,0.06040090995568761,0.0,0.0833553771628128,0.0658296987726065
Q07283,0.06183072441707387,0.0,0.0,0.07482025052900713,0.0,0.0,0.0,0.0
O00254,0.06183072441707387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9UHC7,0.0,0.0,0.0,0.0,0.12080181991137522,0.0,0.0,0.0
P27487,0.2906315928514503,0.14046443771160425,0.0,0.1737272417698127,0.20064747973856048,0.0,0.19354519209426746,0.18480732886684628
P05787,0.09799937959348608,0.07023221885580212,0.07089515809695184,0.0,0.3297546376065452,0.08302146974139599,0.0,0.0658296987726065
Q8NFP9,0.0,0.0,0.0,0.0,0.06040090995568761,0.0,0.0,0.0
Q9BVA0,0.0,0.0,0.11236616706636653,0.0,0.0,0.0,0.0,0.0
P12111,0.09799937959348608,0.0,0.0,0.0,0.16956679186085774,0.0,0.0,0.0
P51170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0658296987726065
P40926,0.14356649615124187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P00451,0.09799937959348608,0.11131543322888769,0.0,0.07482025052900713,0.16956679186085774,0.0,0.0,0.0658296987726065
Q96H78,0.0,0.0,0.0,0.0,0.06040090995568761,0.0,0.0,0.0
O95718,0.0,0.0,0.0,0.0,0.06040090995568761,0.0,0.0,0.0
Q9Y5Z0,0.0,0.0,0.11236616706636653,0.0,0.0,0.0,0.0,0.0
P06702,0.0,0.0,0.0,0.0,0.19146635457840003,0.0,0.0,0.0
Q96S99,0.14356649615124187,0.07023221885580212,0.0,0.0,0.14024656978287284,0.0,0.0,0.0
O43306,0.06183072441707387,0.0,0.0,0.0,0.06040090995568761,0.0,0.0,0.0658296987726065
P60602,0.06183072441707387,0.0,0.0,0.0,0.20064747973856048,0.0,0.0,0.0
